,Title,Text,Source,URL,Label
0,"Selangkah Gabung City, Vitor Reis Pamitan dengan Palmeiras","Vitor Reis tinggal menunggu waktu sebelum resmi jadi pemain Manchester City. Reis sudah berpamitan dengan rekan-rekan setimnya.

Seperti diberitakan sebelumnya, City dan Palmeiras sudah mencapai kata sepakat soal transfer Reis senilai 35 juta euro. Awalnya Palmeiras menginginkan Reis bertahan sampai Piala Dunia Antarklub.

Namun, City menolak dan meminta si pemain langsung gabung di bursa transfer Januari karena kebutuhan tim yang mendesak. Sebab City lagi dilanda krisis bek tengah, sehingga membutuhkan Reis lebih cepat.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Alhasil, Palmeiras harus lapang dada melepas Reis dan sudah mencoret namanya dari skuad untuk ajang Campeonato Paulista. Reis juga absen dari sesi latihan tim, Selasa (14/1/2025) kemarin.

Tapi, Reis tetap datang ke pusat latihan Palmeiras untuk berpamitan dengan para pemain dan semua staf klub. Jika sudah resmi, maka Reis akan jadi bek termahal yang pernah dijual oleh klub Brasil, melewati rekor Lucas Beraldo saat pindah ke Paris Saint-Germain dengan 20 juta euro.

ADVERTISEMENT

Reis yang baru berusia 19 tahun akhir pekan ini diperkirakan akan terbang ke Inggris dalam beberapa hari ke depan, untuk menjalani tes medis dan penandantanganan kontrak.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
1,Arsenal Vs MU: 10 Pemain Setan Merah Menang Adu Penalti,"Juara bertahan Manchester United masih melaju di Piala FA 2024/2025. Melawat ke markas Arsenal, The Red Devils yang bermain 10 orang menang adu penalti.

Pada pertandingan babak ketiga di Emirates stadium, Minggu (12/1/2025) malam WIB, MU unggul lewat Bruno Fernandes sebelum disamakan Arsenal lewat Gabriel Magalhaes.

Tim tamu bermain dengan 10 orang karena Diogo Dalot mendapat dua kartu kuning. Pada babak tos-tosan cuma satu penendang penalti yang gagal, yakni Kai Havertz, yang mengakibatkan Arsenal kalah 3-5 dan MU melaju ke Babak Keempat Piala FA.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Jalannya laga Arsenal vs MU

Arsenal dan MU sama-sama menurunkan para pemain terbaiknya. Tuan rumah mendominasi sejak awal laga dengan penguasaan bola lebih banyak dipegang para pemainnya.

ADVERTISEMENT

Namun, mereka kesulitan untuk membongkar pertahanan MU yang bermain disiplin. Arsenal sempat meloloskan Gabriel Martinelli pada menit ke-18 saat menerima umpan terobosan Gabriel Jesus.

Bola sempat mengenai kaki Harry Maguire dan membebaskan Martinelli yang mudah saja menceploskan dari jarak dekat. Sayang, gol dianulir wasit karena Martinelli terjebak offside.

Arsenal yang berupaya mencari gol malah harus kehilangan Jesus pada menit ke-38, yang mengalami cedera saat coba menghentikan laju Bruno Fernandes di depan kotak penalti.

Gabriel Jesus melanggar Bruno Fernandes. (Foto: Manchester United via Getty Imag/Zohaib Alam - MUFC)

Fernandes yang marah karena tidak mendapat sepakan bebas malah dikartukuning karena protes. Jesus pun harus digantikan Raheem Sterling.

Skor 0-0 bertahan hingga turun minum.

Tujuh menit selepas jeda, MU membuka keunggulan lewat Fernandes. Alejandro Garnacho merebut bola dari Gabriel dan langsung melakukan serangan balik di sisi kanan.

Garnacho kemudian mengirim umpan tarik yang disambut sepakan kaki kanan Fernandes, bola melengkung dan Raya cuma terpaku melihat gawangnya bobol.

Bruno Fernandes membobol gawang Arsenal. (Foto: Action Images via Reuters/Andrew Couldridge)

Pada menit ke-55, Havertz membuang peluang emas untuk menyamakan skor. Berada bebas di kotak penalti, Havertz malah menemba bola ke atas gawang.

MU yang unggul mendapat pukulan pada menit ke-62 setelah Diogo Dalot mendapat kartu kuning kedua, karena melanggar Mikel Merino di sisi kiri penyerangan Arsenal.

Dari situ lahirlah free kick yang berujung gol Gabriel yang membuat skor sama 1-1. Bola free kick yang gagal dibuang sempurna jatuh di depan Gabriel yang langsung menembak ke gawang.

Gabriel Magalhaes membuat skor 1-1. (Foto: Getty Images/Julian Finney)

Bola sempat mengenai bek MU sebelum bersarang di jala Bayindir.

Arsenal mendapat penalti pada menit ke-69 setelah Havertz dijatuhkan Harry Maguire. Sayangnya eksekusi Odegaard pada menit ke-72 gagal berbuah gol karena Bayindir bisa menebak arah bola dan menepisnya.

Sepakan penalti Martin Odegaard ditepis Altay Bayindir. (Foto: Action Images via Reuters/Andrew) Couldridge

Pada menit ke-76, Bayindir membuat penyelamatan gemilang ketika menepis bola tandukan Mikel Merino di depan gawang, dengan tangan kanannya sambil terbang.

Arsenal membuang peluang lagi pada menit ke-86 saat Havertz berada di muka gawang dan tinggal menyontek jadi gol namun gagal. Ini setelah sontekannya malah mengarahkan bola ke angkasa.

Di pengujung injury time, Arsenal hampir mendapat gol kemenangan. Serangan rapih tuan rumah berujung di kaki Rice yang masuk ke kotak penalti dan melepaskan sepakan keras yang bisa ditepis Bayindir.

Skor 1-1 tak berubah hingga laga tuntas dan berlanjut ke babak extra time 2x15 menit.

Di babak perpanjangan waktu, tidak banyak kans hadir di babak pertama. Pada menit ke-102, De Ligt dengan sigap membuang bola hasil sepakan Havertz, tepat di garis gawang.

Masuk di babak kedua, tepatnya pada menit ke-107, Arsenal juga hampir kebobolan dari serangan balik. MU lewat Amad Diallo menggiring bola melewati sisi kiri dan mengirim umpan tarik yang disambut sontekan Joshua Zirkzee, tapi bisa ditepis Raya.

Ketika skor tetap bertahan hingga 120 menit laga tuntas, maka pemenang ditentukan lewat adu penalti. MU menang 5-3 di babak ini setelah satu dari empat penenang Arsenal gagal, yakni Havertz, karena ditepis Bayindir.

Altay Bayindir menepis penalti Kai Havertz di babak tos-tosan. (Foto: REUTERS/David Klein)

Sementara seluruh penendang MU sukses menunaikan tugasnya termasuk Joshua Zirkzee yang menjadi penendang penentu.

Penendang Arsenal

Odegaard - gol

Havertz - gagal

Rice - gol

Partey - gol

Penendang MU

Fernandes - gol

Diallo - gol

Yoro - gol

Lisandro - gol

Zirkzee - gol

Susunan pemain

Arsenal: Raya; Timber (Partey 100'), Saliba, Gabriel, Lewis-Skelly; Jorginho (Tierney 113'), Merino (Rice 73'), Odegaard; Jesus, Martinelli, Havertz.

Manchester United: Bayindir; De Ligt, Maguire (Yoro 104, Martinez; Mazroui, Mainoo (Collyer 81'), Ugarte, Dalot; Fernandes, Garnacho (Diallo 80'); Hojlund (Zirkzee 81').",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
2,Amad Bikin Amorim Lancar Ngobrol dengan Ratcliffe,"Ruben Amorim bertemu Sir Jim Ratcliffe usai kemenangan Manchester United atas Southampton. Andaikan tidak ada Amad Diallo, Amorim bakal bingung mau bicara apa.

Setan Merah dalam posisi terjepit hingga 10 menit akhir laga tersisa di Old Trafford, Jumat (17/1/2025) dini hari WIB, karena masih tertinggal 0-1 dari Southampton karena gol bunuh diri Manuel Ugarte pada menit ke-42.

Amad lantas menyamakan skor pada menit ke-82 untuk menghidupkan lagi kans MU menang. Dua gol dibuat lagi oleh Amad di injury time untuk kemastikan kemenangan 3-1.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Hasil yang juga melegakan untuk Amorim mengingat dia langsung dipantau oleh bosnya Sir Jim Ratcliffe dari tribune VIP. Ini jadi kali kedua Ratcliffe menonton MU setelah kemenangan di Derby Manchester Desember lalu, yang juga ditentukan gol Amad.

Dengan kemenangan ini, Amorim bisa lebih tenang berdiskusi dengan Ratcliffe setelah pertandingan. Sebelumnya, Amorim sempat khawatir soal bahan diskusi dengan Ratcliffe, saat MU masih tertinggal dari Southampton.

ADVERTISEMENT

""Saya sempat bicara lima menit dengannya (Ratcliffe), bicara banyak hal dan juga pertandingan. Hasil pertandingan membantu sekali pembicaraan saya!,"" ujar Amorim di The Athletic.

""Kami terus melakukan tugas kami. Hari ini kemenangan yang terpenting. Saya tahu fans ingin melihat permainan yang lebih baik, tapi kami harus menang. Kami bisa menang dan kami akan bersiap untuk laga berikutnya,"" lanjutnya.

MU saat ini naik ke posisi ke-12 Klasemen Liga Inggris dengan 26 poin dari 21 laga.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
3,"Scholes Kecam MU: Cuma Amad Diallo yang Bagus, Lainnya Bapuk!","Paul Scholes mengecam performa Manchester United saat menghadapi Southampton. Menurutnya hanya Amad Diallo yang tampil bagus di laga tersebut.

Laga penutup pekan ke-21 Liga Inggris mempertemukan Man Utd vs Southampton. Duel digelar di Old Trafford, Jumat (17/1/2025) dini hari WIB.

Southampton mengejutkan tuan rumah jelang akhir babak pertama. Tim tamu mencetak gol lewat gol bunuh diri Manuel Ugarte dan membawa mereka unggul 1-0 hingga jeda.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Manchester United baru bisa membalikkan keadaan di atas menit ke-80. Amad Diallo memborong hat-trick dalam tempo 12 menit dan mengantarkan kemenangan timnya 3-1 atas Southampton.

Kemenangan MU atas Southampton tidak membuat legenda klub, Paul Scholes, senang. Dia menilai performa pasukan Ruben Amorim di bawah standar sebelum Amad Diallo jadi pahlawan.

ADVERTISEMENT

""Selama 80 menit itu adalah penampilan terburuk yang akan Anda lihat, terutama melawan tim yang berada di dasar klasemen,"" kata Scholes kepada TNT Sports.

""Sepanjang 80 menit mereka (Southampton) jauh lebih baik daripada Manchester United, mengoper bola, secara teknis, taktis. Amad Diallo adalah satu-satunya yang bersinar,"" dia menambahkan.

""Saya rasa manajer akan kecewa dengan penampilan ini, melawan tim yang kesulitan mencetak gol dan kebobolan banyak gol. Amad adalah satu-satunya yang bisa mengambil pujian dari pertandingan malam ini,"" ujarnya.

Kemenangan atas Southampton mendongkrak posisi MU di papan klasemen Premier League. Bruno Fernandes cs menjauhi zona degradasi naik ke urutan 12 dengan 26 poin.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
4,Guardiola Harus Menjilat Ludahnya Sendiri,"Pep Guardiola harus menjilat ludahnya sendiri. Kemarin-kemarin nggak mau belanja pemain, kini Manchester City kena badai cedera dan butuh pemain baru segera!

Badai cedera menerpa Manchester City sampai pertengahan musim 2024/2025. Dimulai Rodri yang di awal musim, bikin lini tengah kelimpungan berakhir jadi bulan-bulanan tim lain.

Transfermarkt mencatat, ada 15 jenis cedera yang dialami para pemain Manchester City. Selain Rodri, para pemain City yang sempat alami cedera atau sudah pulih tapi belum kembali ke level maksimal adalah Ruben Dias, John Stones, Kyle Walker, sampai Oscar Bobb.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

The Citizens bergerak mencari para pemain baru. Beberapa di antaranya yang diyakini segera didapatkan adalah dua bek muda Abdukodir Khusanov (20 tahun) dan Vitor Reis (19 tahun), gelandang tengah Douglas Luiz, dan striker Omar Marmoush.

Manajer Pep Guardiola mengaku menyesal. Di musim panas kemarin sebelum kompetisi dimulai, Guardiola merasa sudah lebih dari cukup dengan skuad yang dipunya.

ADVERTISEMENT

""Musim panas kemarin ketika klub mempertimbangkan beli pemain baru, saya bilang 'tidak, saya tidak butuh'. Saya bilang begitu karena saya percaya dengan skuad yang ada,"","" ungkap Guardiola dilansir dari Mirror.

""Savio baru saja masuk dan Guendogan sudah kembali, tapi kemudian malah tidak terduga ada di situasi sekarang ini,"" tambahnya.

Pep Guardiola mengaku menyesal. Nasi sudah jadi bubur, Guardiola kini cuma fokus bawa Manchester City buat bangkit dan menembus papan atas Liga Inggris lagi.

""Tim yang saya punya sudah sangat bagus. Kami punya bek tengah, bek sayap, san semua pemain yang luar biasa. Jika kami tidak bagus, kami tidak akan mencapai apa yang sudah kami raih di musim-musim lalu,"" tutupnya.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
5,"Ruben Amorim: Garnacho Punya Bakat Hebat, tapi...","Alejandro Garnacho diakui manajer Manchester United, Ruben Amorim, mempunyai bakat hebat. Tapi, pemain Argentina itu masih harus meningkatkan diri.

Garnacho sempat ditepikan oleh Amorim. Tak ada alasan pasti mengapa manajer asal Portugal itu tak memasukkan nama Garnacho ke daftar susunan pemain.

Saat MU menyingkirkan Arsenal dari babak ketiga Piala FA 2024/2025, Garnacho menjadi kreator gol. Dia memberi assist ke Bruno Fernandes dalam sebuah serangan cepat.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

MU akan melawan Southampton, Jumar (17/1/2025) dini hari WIB. Amorim ditanya mengenai peluang Garnacho untuk bermain lagi menjadi starter pada dini hari nanti.

""Itu jelas, dia punya bakat. Dia perlu sedikit belajar bermain di posisi berbeda. Dia perlu bermain lebih baik di dalam,"" kata Amorim di situs MU.

ADVERTISEMENT

""Dua sangat meningkat dalam posisi recovering, saat dia tak mempunyai bola, melakukan itu, terkadang dia tak dalam posisi yang tepat untuk melakukan transisi, seperti dia di masa lalu, karena saya memilih untuk bertahan lantas melakukan build up dengan semua tim agar sampai ke daerah sepertiga akhir.""

""Jadi, dia menemukan cara terbaik untuk bermain di sistem ini. Dia meningkat selama latihan. Jadi, dia menjadi starter pada laga terakhir (di Emirates Stadium), kita tunggu besok,"" kata dia menambahkan.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
6,Jadwal Liga Inggris Dini Hari Nanti: Man United Main,"Jadwal Liga Inggris dini hari nanti akan menampilkan Manchester United melawan Southampton. Ada satu laga lain yang juga dimainkan.

Di Liga Inggris, MU masih puasa kemenangan dalam empat pertandingan. Setan Merah memetik tiga kekalahan dan satu hasil imbang.

Man United mempunyai peluang untuk memutus laju negatif itu. Tim asuhan Ruben Amorim itu akan melawan Southampton di Old Trafford, Jumat (17/1/2025) dini hari WIB.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Manatap laga yang akan kickoff pada pukul 3.00 WIB itu, MU mempunyai modal bagus. Bruno Fernandes cs baru saja menuai kemenangan atas Arsenal dalam laga babak ketiga Piala FA 2024/2025.

Bertanding di Emirates Stadium pada akhir pekan lalu, MU menang adu penalti atas Arsenal. Pada laga sebelumnya, MU juga memetik hasil imbang 2-2 saat melawan pemuncak klasemen Liga Inggris, Liverpool.

ADVERTISEMENT

Meski demikian, Man United juga tak boleh lengah. Dalam lima pertandingan terakhir melawan The Saints, Mu membukukan dua kemenangan dan menelan tiga hasil imbang. Andai menang atas Southampton, MU akan menjauh dari zona merah. Saat ini, MU ada di posisi ke-15 dengan raihan 23 poin, Southampton menjadi tim juru kunci dengan enam poin.

Dalam laga lainnya, Ipswich Town akan menjamu Brighton & Hove Albion. Laga itu akan berlangsung di Portman Road, kickoff setengah jam lebih dulu dari laga MU vs Southampton.

Jadwal Liga Inggris, Jumat (17/1)

Ipswich Town vs Brighton & Hove Albion

Portman Road

Pukul 2.30 WIB

Man United vs Southampton

Old Trafford

Pukul 3.00 WIB",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
7,"Duh, Antony Depan Gawang Gak Gol!","Antony menyia-nyiakan kesempatan emas mencetak gol ke gawang Southampton. Winger Manchester United itu tak bisa membobol gawang kosong di depan mata. Duh!

Man United vs Southampton tersaji di Old Trafford dalam lanjutan Premier League, Jumat (17/1/2025) dini hari WIB. Tim tamu unggul di babak pertama via gol bunuh diri Manuel Ugarte.

Antony baru dimainkan MU pada babak kedua. Dia masuk menggantikan Kobbie Mainoo.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

MU nyaris menyamakan kedudukan di menit ke-58. Alejandro Garnacho mengirim bola silang mendatar dari sisi kiri ke depan gawang.

Bola umpan Garnacho mengarah persis ke Antony yang berada di depan gawang kosong. Apes, pemain Brasil itu justru terpeleset dan menendang bola ke arah pangkuan kiper Southampton, Aaron Ramsdale.

ADVERTISEMENT

MU baru bisa membalikkan keadaan jelang laga berakhir. Amad Diallo jadi pahlawan dengan tiga golnya dan memastikan kemenangan Setan Merah 3-1.

Performa Antony pada separuh babak Man United vs Southampton memang bisa dibilang payah. Sofascore mencatat, dia cuma bikin satu tembakan mengarah ke gawang, kehilangan bola enam kali, dan hanya sekali melewati lawan dari dua kesempatan.

Antony pun menambah catatan buruknya di musim 2024/2025. Winger 24 tahun itu baru menyumbang satu gol dari 13 penampilan di semua kompetisi, hampir seluruhnya sebagai pemain pengganti.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
8,Semua Mata Tertuju ke Alexander Isak,"Delapan laga beruntun, Alexander Isak bikin gol terus buat Newcastle United di Liga Inggris. Sang striker sungguh lagi mencuri panggung!

Newcastle United bungkam Wolves 3-0 dalam lanjutan Liga Inggris, Kamis (16/1) dini hari WIB. Alexander Isak kemas brace, serta sumbang assist buat gol Gordon.

Alexander Isak terus lanjutkan performa gemilang. Sang striker terus bikin gol dalam delapan laga beruntun di Liga Inggris!

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Hal itu membuatnya bikin rekor baru di klub. Isak juga jadi pemain keempat di Liga Inggris dengan bikin delapan gol beruntun, membayangi rekor yang dipegang Jamie Vardy dengan bikin gol di 11 laga beruntun.

""Isak sedang mencuri panggung,"" ujar eks winger Tottenham, Aaron Lenon kepada BBC.

ADVERTISEMENT

""Dia bakal punya harga jual yang sangat mahal. Saya rasa, setiap klub sedang memantaunya,"" tambahnya.

Newcastle United membeli Alexander Isak dari Real Sociedad di musim panas 2022, harganya 70 juta Euro atau setara Rp 1,1 triliun.

Diyakini, Arsenal sampai Chelsea meminati Isak. Namun pemain asal Swedia itu masih terikat kontrak sampai musim panas 2028, The Magpies sendiri dikabarkan ogah melepasnya.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
9,Ini Dia Isi 'Ceramah' Guardiola ke Ortega,"Insiden Pep Guardiola ngomel-ngomel ke kiper Manchester City Stefan Ortega jadi viral. Sebenarnya apa sih yang diutarakan Guardiola?

Bertandang ke Gtech Community stadium, Rabu (15/1/2025) dini hari WIB, City sejatinya unggul 2-0 duluan lewat brace Phil Foden dan selangkah menuju kemenangan ketiga beruntun.

Sayangnya, City lengah di 10 menit akhir laga dan harus kebobolan gol-gol Yoane Wissa dan Christian Norgard sehingga skor akhir 2-2. Yang lebih menyakitkan adalah gol Norgard terjadi pengujung injury time.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

Wajar jika Guardiola murka dan terlihat mencak-mencak ke Ortega yang gagal mengantisipasi bola sundulan Norgard dengan baik. Guardiola sempat menceramahi Ortega cukup lama sebelum akhirnya memeluk kiper 32 tahun itu.

Situasi ini membuat fans bertanya-tanya, apa yang sebenarnya Guardiola katakan? Menurut ahli gerak bibir, Jeremy Freeman, Guardiola menyebut bahwa Ortega seharusnya berani mengambil risiko dikartukuning, dengan cara mengulur-ulur waktu.

ADVERTISEMENT

Sementara, Ortega malah terburu-buru melepas bola ke depan, sehingga City gagal menurunkan tempo permainan, yang berujung Brentford tetap terjaga.

Hasil imbang ini membuat City tertahan di posisi keenam klasemen Liga Inggris dengan 35 poin, selisih dua angka dari empat besar. Ortega sudah tampil 12 kali musim ini dengan 13 kali kebobolan dan empat clean sheet.",https://sport.detik.com,https://sport.detik.com/sepakbola/liga-inggris/d-7734464/chelsea-resmi-pulangkan-trevoh-chalobah-dari-crystal-palace,Liga Inggris
